                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                  2.972,                 1.2153,                 1.3354,                0.35617,                0.38059,                0.38023,                0.17936,                 3.0072,                 1.2824,                 1.3022,              0.0010505,              0.0010505,              0.0010505
                     14,                 3.0193,                  1.194,                 1.2909,                0.67504,                 0.5003,                0.51692,                0.24966,                 3.2337,                 1.1081,                  1.237,               0.001045,               0.001045,               0.001045
                     15,                 2.9738,                 1.1978,                 1.3083,                0.80831,                0.37541,                0.43917,                0.20514,                 3.0098,                 1.1848,                 1.2692,              0.0010395,              0.0010395,              0.0010395
                     16,                 3.0223,                  1.149,                  1.286,                0.84307,                 0.4054,                0.46431,                0.23089,                 3.1172,                 1.0591,                 1.2439,               0.001034,               0.001034,               0.001034
                     17,                 3.0093,                  1.144,                 1.2743,                0.39406,                 0.4159,                0.41873,                0.19809,                 3.0246,                 1.1215,                 1.2467,              0.0010285,              0.0010285,              0.0010285
                     18,                 2.9691,                 1.1519,                 1.2851,                0.64865,                 0.4168,                0.49111,                0.23795,                 3.1095,                 1.1157,                 1.2346,               0.001023,               0.001023,               0.001023
                     19,                 3.0185,                 1.1111,                 1.2538,                0.65768,                0.40022,                0.49546,                0.23444,                 3.0311,                 1.1581,                 1.2679,              0.0010175,              0.0010175,              0.0010175
                     20,                 3.1228,                  1.059,                 1.2549,                0.55434,                0.51379,                  0.515,                0.25696,                 3.1902,                 1.0417,                 1.2058,               0.001012,               0.001012,               0.001012
                     21,                 3.0974,                 1.0596,                 1.2295,                 0.7651,                0.50925,                 0.5496,                0.27622,                 3.1056,                 1.0671,                 1.2199,              0.0010065,              0.0010065,              0.0010065
                     22,                 3.1442,                 1.0424,                 1.2507,                0.56748,                0.50936,                0.56609,                 0.2898,                 3.2689,                0.99531,                 1.1961,               0.001001,               0.001001,               0.001001
                     23,                 3.0385,                 1.0492,                 1.2308,                 0.3788,                0.43262,                0.40662,                0.19795,                 2.9492,                 1.1626,                 1.2574,             0.00099551,             0.00099551,             0.00099551
                     24,                  3.055,                 1.0304,                 1.2312,                0.61158,                0.52181,                0.57101,                0.29588,                 3.2629,                 1.0177,                 1.1831,             0.00099001,             0.00099001,             0.00099001
                     25,                 3.0909,                 1.0193,                 1.2192,                0.55931,                0.51015,                0.52553,                0.26079,                 3.0052,                 1.0413,                 1.2098,             0.00098451,             0.00098451,             0.00098451
                     26,                 3.0881,                 1.0163,                 1.2162,                0.60452,                 0.5451,                0.56751,                0.28573,                 3.1749,                0.96899,                 1.1949,             0.00097901,             0.00097901,             0.00097901
                     27,                  3.064,                0.99871,                 1.2162,                0.54928,                0.51489,                0.58351,                0.30093,                 3.0321,                 0.9757,                 1.1943,             0.00097351,             0.00097351,             0.00097351
                     28,                  3.058,                0.98053,                 1.2076,                0.61154,                0.54148,                 0.5993,                0.30936,                 3.1027,                0.98981,                 1.1868,             0.00096801,             0.00096801,             0.00096801
                     29,                 3.1248,                0.97104,                  1.196,                0.57219,                0.54669,                0.56246,                0.28047,                 3.1682,                0.93109,                 1.1715,             0.00096251,             0.00096251,             0.00096251
                     30,                  3.025,                0.97798,                 1.2044,                0.67731,                0.55433,                0.62076,                0.31543,                 3.1714,                0.93377,                 1.1715,             0.00095702,             0.00095702,             0.00095702
                     31,                 3.1099,                0.94773,                 1.1852,                0.60893,                0.58327,                0.63704,                0.34346,                 3.1669,                0.92226,                 1.1658,             0.00095152,             0.00095152,             0.00095152
                     32,                 3.0724,                0.95562,                 1.1814,                0.59324,                0.61782,                  0.646,                0.34448,                 3.2695,                0.91005,                 1.1542,             0.00094602,             0.00094602,             0.00094602
                     33,                 3.0425,                 0.9524,                 1.1796,                0.55292,                0.52614,                0.56219,                0.28075,                 3.0371,                0.96217,                 1.1861,             0.00094052,             0.00094052,             0.00094052
                     34,                 3.0212,                0.95176,                 1.2001,                0.62818,                0.59584,                0.63277,                0.33841,                 3.1172,                0.91207,                  1.165,             0.00093502,             0.00093502,             0.00093502
                     35,                  3.065,                 0.9284,                 1.1825,                0.62923,                0.57284,                0.64051,                0.34094,                 3.0674,                0.91005,                 1.1603,             0.00092952,             0.00092952,             0.00092952
                     36,                 3.0673,                0.92685,                 1.1845,                0.66649,                0.60456,                0.64068,                0.34017,                 3.1831,                0.88403,                 1.1578,             0.00092402,             0.00092402,             0.00092402
                     37,                 2.9796,                0.93052,                 1.1834,                0.75112,                0.59752,                 0.6606,                0.34695,                 3.1028,                   0.88,                 1.1484,             0.00091852,             0.00091852,             0.00091852
                     38,                 3.0322,                0.91486,                 1.1768,                0.65507,                0.54326,                0.61097,                0.31213,                 2.9977,                0.93592,                 1.1638,             0.00091302,             0.00091302,             0.00091302
                     39,                 3.0664,                0.90431,                 1.1719,                0.70052,                0.64075,                0.68105,                0.36622,                   3.15,                0.86768,                  1.136,             0.00090752,             0.00090752,             0.00090752
                     40,                 3.0033,                0.90947,                 1.1647,                0.68143,                0.57098,                0.63328,                0.31969,                 2.9694,                0.94966,                 1.1642,             0.00090202,             0.00090202,             0.00090202
                     41,                 3.0034,                0.89327,                 1.1721,                0.68683,                 0.5688,                0.64158,                0.33872,                 2.9731,                0.93467,                 1.1675,             0.00089652,             0.00089652,             0.00089652
                     42,                 2.9824,                 0.8863,                 1.1612,                 0.7524,                0.57734,                0.66242,                 0.3595,                 2.9447,                0.87842,                 1.1514,             0.00089102,             0.00089102,             0.00089102
                     43,                 3.0474,                0.86346,                 1.1609,                0.67082,                0.63889,                0.68774,                0.36733,                 2.9893,                0.85498,                 1.1424,             0.00088552,             0.00088552,             0.00088552
                     44,                 2.9938,                0.87693,                  1.163,                0.72612,                0.62723,                0.68283,                 0.3735,                 3.0771,                  0.847,                 1.1347,             0.00088002,             0.00088002,             0.00088002
                     45,                 3.0026,                0.87409,                 1.1561,                0.75767,                0.59955,                0.67563,                0.35395,                 2.9698,                0.87288,                 1.1435,             0.00087452,             0.00087452,             0.00087452
                     46,                 2.9752,                0.87012,                 1.1516,                0.66543,                0.60844,                0.65708,                0.34428,                 2.9834,                0.84676,                 1.1346,             0.00086902,             0.00086902,             0.00086902
                     47,                 2.9691,                0.87322,                 1.1573,                0.70786,                0.62268,                0.68592,                 0.3716,                 3.0735,                0.84881,                 1.1217,             0.00086352,             0.00086352,             0.00086352
                     48,                 2.9742,                0.86315,                 1.1452,                0.59724,                0.64007,                0.65203,                0.34021,                 2.8492,                0.88178,                 1.1588,             0.00085803,             0.00085803,             0.00085803
                     49,                 2.9316,                0.86299,                  1.149,                0.76916,                0.63989,                0.70407,                0.38196,                 2.9723,                0.83078,                 1.1324,             0.00085253,             0.00085253,             0.00085253
                     50,                 2.9341,                0.85322,                 1.1483,                0.67942,                0.60401,                0.70981,                0.38895,                 3.0111,                0.82521,                 1.1197,             0.00084703,             0.00084703,             0.00084703
                     51,                 2.9619,                0.83457,                 1.1396,                0.65937,                0.62189,                0.66841,                0.35809,                 2.9664,                0.83223,                 1.1225,             0.00084153,             0.00084153,             0.00084153
                     52,                 2.9379,                0.84212,                 1.1363,                0.77516,                0.64818,                0.70244,                0.38921,                 3.0195,                0.81198,                 1.1099,             0.00083603,             0.00083603,             0.00083603
                     53,                 2.9085,                0.83296,                 1.1384,                0.73878,                0.64531,                0.70036,                0.39149,                 2.9801,                 0.8553,                 1.1184,             0.00083053,             0.00083053,             0.00083053
                     54,                 2.8833,                 0.8396,                 1.1384,                0.68797,                0.64922,                0.68863,                0.37323,                 2.9029,                0.83963,                 1.1328,             0.00082503,             0.00082503,             0.00082503
                     55,                 2.8794,                0.83866,                 1.1294,                0.68995,                0.64566,                0.67119,                0.36519,                  2.951,                0.81365,                 1.1163,             0.00081953,             0.00081953,             0.00081953
                     56,                 2.9048,                0.81863,                 1.1232,                0.73976,                0.60522,                0.69479,                0.39086,                 2.9179,                0.83168,                 1.1209,             0.00081403,             0.00081403,             0.00081403
                     57,                 2.9276,                0.80701,                 1.1276,                0.73086,                0.63681,                0.71066,                0.39309,                 2.9204,                0.84154,                 1.1125,             0.00080853,             0.00080853,             0.00080853
                     58,                 2.8811,                0.81978,                 1.1254,                0.71931,                0.65576,                0.68796,                0.35987,                 2.8417,                 0.8291,                 1.1283,             0.00080303,             0.00080303,             0.00080303
                     59,                 2.8821,                0.81594,                 1.1246,                0.73531,                0.67196,                0.70915,                0.38155,                  2.793,                0.84314,                 1.1282,             0.00079753,             0.00079753,             0.00079753
                     60,                 2.8901,                0.80452,                 1.1251,                0.73836,                0.68046,                0.71885,                0.40418,                 2.9364,                0.80193,                 1.1004,             0.00079203,             0.00079203,             0.00079203
                     61,                 2.8635,                0.81197,                 1.1162,                0.69249,                0.66216,                0.68668,                0.34155,                 2.6771,                0.90972,                 1.1443,             0.00078653,             0.00078653,             0.00078653
                     62,                 2.8822,                0.80628,                 1.1158,                0.77044,                0.71676,                 0.7376,                0.40659,                 2.8309,                0.81435,                 1.1069,             0.00078103,             0.00078103,             0.00078103
                     63,                 2.8782,                0.80378,                 1.1151,                0.72418,                0.68678,                0.72164,                0.41401,                 2.9304,                0.78872,                 1.1013,             0.00077553,             0.00077553,             0.00077553
                     64,                  2.879,                0.78437,                 1.1161,                0.82919,                0.61994,                0.70597,                0.38084,                 2.7251,                 0.8256,                 1.1251,             0.00077003,             0.00077003,             0.00077003
                     65,                 2.8917,                0.78035,                 1.1078,                0.70666,                0.65603,                 0.7084,                0.39873,                 2.8837,                0.81361,                 1.0995,             0.00076453,             0.00076453,             0.00076453
                     66,                 2.7905,                 0.8008,                 1.1104,                0.71967,                0.68485,                0.72872,                 0.4162,                  2.865,                0.77768,                 1.0996,             0.00075904,             0.00075904,             0.00075904
                     67,                 2.8324,                0.78217,                 1.1119,                0.77903,                 0.6679,                 0.7237,                0.40945,                 2.8364,                0.80699,                 1.1022,             0.00075354,             0.00075354,             0.00075354
                     68,                  2.827,                0.79023,                  1.107,                0.76931,                 0.6229,                0.70426,                0.38856,                 2.7892,                0.79119,                 1.1056,             0.00074804,             0.00074804,             0.00074804
                     69,                 2.8209,                0.77296,                 1.1053,                0.73585,                0.70827,                0.72817,                0.40887,                 2.8575,                0.76664,                 1.0952,             0.00074254,             0.00074254,             0.00074254
                     70,                 2.7976,                0.77021,                  1.107,                0.77813,                0.66258,                0.71256,                0.40005,                 2.8333,                0.77266,                 1.0945,             0.00073704,             0.00073704,             0.00073704
                     71,                 2.7926,                0.77973,                 1.1001,                0.76336,                0.66336,                0.71256,                0.40572,                 2.8621,                0.78406,                 1.0883,             0.00073154,             0.00073154,             0.00073154
                     72,                 2.7968,                0.77128,                 1.1025,                0.77632,                 0.6585,                0.72984,                0.40342,                 2.7935,                0.77474,                 1.0954,             0.00072604,             0.00072604,             0.00072604
                     73,                 2.7897,                0.76834,                 1.0884,                0.81097,                0.67723,                0.73961,                0.41466,                 2.7911,                0.77765,                 1.0938,             0.00072054,             0.00072054,             0.00072054
                     74,                 2.7595,                 0.7718,                 1.1046,                0.78238,                0.67627,                0.74612,                0.42916,                 2.8165,                0.74994,                 1.0846,             0.00071504,             0.00071504,             0.00071504
                     75,                 2.7548,                0.76754,                 1.0955,                0.80857,                0.72163,                0.75209,                0.43747,                 2.8381,                0.75199,                 1.0861,             0.00070954,             0.00070954,             0.00070954
                     76,                 2.7583,                 0.7541,                 1.0962,                0.79588,                0.68493,                0.73909,                0.42322,                 2.8078,                0.74479,                 1.0845,             0.00070404,             0.00070404,             0.00070404
                     77,                 2.7614,                0.75082,                 1.0969,                0.81522,                0.70089,                0.74249,                 0.4281,                 2.8266,                0.75025,                  1.078,             0.00069854,             0.00069854,             0.00069854
                     78,                 2.7635,                0.75015,                 1.0983,                0.75242,                0.69353,                0.72852,                0.41754,                 2.7624,                0.76857,                 1.0898,             0.00069304,             0.00069304,             0.00069304
                     79,                  2.759,                0.74774,                 1.0929,                0.74378,                0.64288,                0.71656,                 0.4052,                 2.7105,                0.78547,                 1.0893,             0.00068754,             0.00068754,             0.00068754
                     80,                 2.7657,                  0.742,                 1.0838,                0.79724,                0.69532,                0.73343,                0.41994,                 2.7254,                0.75019,                 1.0828,             0.00068204,             0.00068204,             0.00068204
                     81,                 2.7568,                 0.7383,                 1.0861,                0.82218,                0.67526,                0.73638,                0.41782,                 2.7628,                0.75262,                 1.0769,             0.00067654,             0.00067654,             0.00067654
                     82,                 2.6984,                0.74181,                 1.0893,                0.74352,                0.65701,                0.71132,                0.38943,                 2.6056,                0.77963,                 1.0943,             0.00067104,             0.00067104,             0.00067104
                     83,                 2.7108,                0.74129,                  1.078,                0.78342,                0.69812,                0.75383,                0.43574,                 2.7531,                0.73516,                 1.0785,             0.00066554,             0.00066554,             0.00066554
                     84,                 2.6798,                0.74082,                 1.0855,                0.79395,                0.70808,                 0.7387,                0.42332,                 2.6926,                0.75802,                 1.0823,             0.00066005,             0.00066005,             0.00066005
                     85,                 2.6818,                0.73764,                 1.0846,                0.75838,                0.68447,                0.72359,                0.41604,                 2.6585,                0.75395,                 1.0839,             0.00065455,             0.00065455,             0.00065455
                     86,                 2.6746,                0.73528,                 1.0828,                 0.7953,                0.72199,                0.75205,                0.43804,                 2.7103,                0.75247,                 1.0762,             0.00064905,             0.00064905,             0.00064905
                     87,                 2.6557,                0.73313,                 1.0806,                0.77482,                0.69738,                0.74419,                0.42538,                  2.663,                0.73983,                 1.0802,             0.00064355,             0.00064355,             0.00064355
                     88,                  2.708,                0.72558,                 1.0849,                0.81889,                0.70712,                0.75749,                0.43763,                  2.696,                 0.7376,                 1.0739,             0.00063805,             0.00063805,             0.00063805
                     89,                 2.6716,                0.72733,                 1.0765,                0.79038,                0.66852,                0.75202,                0.43711,                  2.642,                0.75599,                 1.0775,             0.00063255,             0.00063255,             0.00063255
                     90,                 2.6539,                0.71847,                 1.0811,                0.82774,                 0.6942,                0.74891,                0.43368,                 2.6352,                0.75359,                 1.0749,             0.00062705,             0.00062705,             0.00062705
                     91,                 2.5975,                0.73409,                 1.0739,                0.84432,                0.71003,                0.76816,                 0.4494,                 2.6512,                0.74004,                 1.0754,             0.00062155,             0.00062155,             0.00062155
                     92,                 2.6552,                0.71703,                 1.0749,                0.81291,                0.67543,                0.73835,                0.43299,                 2.6081,                0.74728,                 1.0756,             0.00061605,             0.00061605,             0.00061605
                     93,                 2.6471,                0.71725,                 1.0724,                0.79971,                0.72918,                0.75647,                 0.4364,                 2.5923,                0.74347,                 1.0734,             0.00061055,             0.00061055,             0.00061055
                     94,                 2.5777,                0.71726,                 1.0725,                0.74547,                 0.7283,                0.76406,                0.44022,                 2.5574,                0.73459,                 1.0722,             0.00060505,             0.00060505,             0.00060505
                     95,                 2.6064,                0.71087,                 1.0719,                0.82772,                0.72622,                0.77952,                0.45718,                 2.5922,                0.72339,                 1.0716,             0.00059955,             0.00059955,             0.00059955
                     96,                 2.6029,                0.70907,                 1.0652,                0.81704,                 0.7395,                0.77993,                0.44802,                 2.6059,                 0.7177,                 1.0687,             0.00059405,             0.00059405,             0.00059405
                     97,                 2.5754,                0.71234,                 1.0639,                0.81971,                0.71833,                0.77797,                0.45488,                 2.5444,                0.72175,                 1.0723,             0.00058855,             0.00058855,             0.00058855
                     98,                 2.5604,                0.71343,                  1.066,                0.83278,                0.73133,                0.78122,                0.44945,                 2.5133,                0.73526,                 1.0754,             0.00058305,             0.00058305,             0.00058305
                     99,                 2.5766,                0.70521,                 1.0653,                0.79688,                0.73557,                0.78841,                0.46087,                 2.5404,                0.70745,                 1.0701,             0.00057755,             0.00057755,             0.00057755
                    100,                 2.5448,                0.70567,                 1.0679,                0.82374,                0.70116,                0.76522,                0.44517,                 2.4871,                0.71504,                 1.0715,             0.00057205,             0.00057205,             0.00057205
                    101,                 2.5755,                 0.6961,                 1.0639,                0.81442,                0.72338,                 0.7786,                 0.4601,                 2.5554,                0.70315,                 1.0625,             0.00056655,             0.00056655,             0.00056655
                    102,                 2.5431,                0.70471,                 1.0636,                0.82118,                0.74409,                0.77618,                0.45155,                 2.5122,                0.70395,                 1.0648,             0.00056105,             0.00056105,             0.00056105
                    103,                 2.5009,                0.70686,                 1.0624,                0.83519,                0.74519,                0.76761,                0.45094,                 2.5183,                0.70581,                 1.0622,             0.00055556,             0.00055556,             0.00055556
                    104,                 2.5056,                0.69836,                 1.0579,                0.79527,                0.74423,                0.76806,                0.44494,                 2.4759,                0.71484,                 1.0633,             0.00055006,             0.00055006,             0.00055006
                    105,                 2.5452,                0.68878,                 1.0771,                0.82035,                0.70466,                0.76613,                0.45118,                 2.5027,                0.70738,                 1.0636,             0.00054456,             0.00054456,             0.00054456
                    106,                 2.5391,                0.68891,                 1.0535,                0.81014,                0.74062,                0.76499,                0.45301,                 2.4641,                0.70617,                 1.0634,             0.00053906,             0.00053906,             0.00053906
                    107,                 2.5732,                0.68026,                 1.0556,                0.76156,                0.71437,                0.74989,                0.44173,                 2.4388,                0.71047,                 1.0657,             0.00053356,             0.00053356,             0.00053356
                    108,                 2.5099,                0.69412,                 1.0673,                0.79524,                 0.7527,                0.77727,                0.45785,                 2.4436,                0.70498,                 1.0609,             0.00052806,             0.00052806,             0.00052806
                    109,                 2.4473,                0.69337,                 1.0601,                0.78952,                0.69976,                0.75257,                0.44417,                 2.4331,                0.70976,                 1.0641,             0.00052256,             0.00052256,             0.00052256
                    110,                 2.4375,                0.69185,                 1.0515,                0.78624,                0.74668,                0.77338,                0.46173,                 2.4614,                0.69744,                 1.0577,             0.00051706,             0.00051706,             0.00051706
                    111,                 2.4689,                0.68326,                 1.0547,                 0.8039,                0.71445,                0.75418,                0.44304,                 2.3952,                0.70283,                 1.0619,             0.00051156,             0.00051156,             0.00051156
                    112,                 2.4835,                0.67838,                 1.0532,                0.81314,                0.72534,                0.76982,                0.44603,                 2.3719,                0.70552,                  1.064,             0.00050606,             0.00050606,             0.00050606
                    113,                 2.4669,                0.68569,                  1.054,                0.81829,                0.72645,                0.77112,                0.44863,                 2.3659,                0.70413,                 1.0638,             0.00050056,             0.00050056,             0.00050056
                    114,                 2.5247,                0.66975,                 1.0499,                 0.7902,                0.70285,                0.75635,                0.44315,                 2.3118,                0.71246,                 1.0649,             0.00049506,             0.00049506,             0.00049506
                    115,                 2.4613,                0.68003,                 1.0574,                0.81212,                0.74955,                0.76654,                0.46428,                 2.3635,                0.70675,                 1.0575,             0.00048956,             0.00048956,             0.00048956
                    116,                 2.3942,                0.68409,                  1.052,                0.85439,                0.73583,                 0.7826,                0.46221,                 2.3773,                0.70081,                 1.0542,             0.00048406,             0.00048406,             0.00048406
                    117,                 2.4755,                0.67386,                 1.0502,                0.80502,                0.75518,                0.78047,                0.46152,                 2.3466,                0.70769,                 1.0588,             0.00047856,             0.00047856,             0.00047856
                    118,                 2.3429,                0.68567,                 1.0469,                 0.8371,                 0.7388,                0.77743,                0.46798,                 2.3167,                0.70402,                 1.0606,             0.00047306,             0.00047306,             0.00047306
                    119,                 2.3938,                0.67284,                 1.0499,                0.82049,                0.74813,                0.78157,                0.47308,                 2.2835,                 0.6971,                 1.0633,             0.00046756,             0.00046756,             0.00046756
                    120,                 2.3788,                 0.6717,                 1.0463,                0.82455,                0.74693,                0.78792,                0.46347,                 2.3244,                 0.6903,                 1.0555,             0.00046206,             0.00046206,             0.00046206
                    121,                 2.3529,                0.68062,                 1.0464,                0.81776,                0.74872,                0.77725,                 0.4541,                 2.3088,                 0.6865,                 1.0567,             0.00045657,             0.00045657,             0.00045657
                    122,                 2.3589,                0.67601,                 1.0558,                0.83691,                0.71809,                0.78509,                 0.4659,                 2.3192,                0.69295,                 1.0534,             0.00045107,             0.00045107,             0.00045107
                    123,                 2.4039,                 0.6614,                 1.0416,                0.78649,                0.75563,                0.78742,                0.46894,                 2.2687,                0.69483,                  1.057,             0.00044557,             0.00044557,             0.00044557
                    124,                 2.3708,                0.66515,                 1.0422,                0.80611,                0.71778,                0.76563,                0.44683,                 2.2894,                 0.7002,                 1.0547,             0.00044007,             0.00044007,             0.00044007
                    125,                 2.3972,                0.66563,                 1.0462,                0.83385,                0.75233,                0.79205,                0.47373,                 2.2749,                0.68698,                  1.053,             0.00043457,             0.00043457,             0.00043457
                    126,                 2.3796,                0.66324,                 1.0361,                0.81432,                0.76048,                0.78338,                 0.4789,                 2.2773,                 0.6848,                 1.0484,             0.00042907,             0.00042907,             0.00042907
                    127,                  2.357,                0.66089,                 1.0454,                 0.8072,                0.74591,                0.78409,                0.46738,                 2.2851,                0.68727,                 1.0491,             0.00042357,             0.00042357,             0.00042357
                    128,                 2.3279,                0.66684,                 1.0448,                0.84294,                0.70601,                0.77755,                0.46853,                  2.266,                0.68509,                 1.0479,             0.00041807,             0.00041807,             0.00041807
                    129,                 2.3431,                0.65261,                 1.0361,                0.81123,                 0.7343,                0.78436,                0.47388,                 2.2203,                0.69015,                 1.0506,             0.00041257,             0.00041257,             0.00041257
                    130,                  2.299,                0.65936,                 1.0364,                0.82603,                0.74944,                0.78236,                0.47338,                 2.2397,                0.68668,                 1.0495,             0.00040707,             0.00040707,             0.00040707
                    131,                  2.269,                0.66077,                 1.0348,                0.86882,                0.74035,                0.79184,                0.48179,                 2.2522,                0.67479,                 1.0444,             0.00040157,             0.00040157,             0.00040157
                    132,                 2.3392,                0.65203,                 1.0409,                0.80774,                0.75467,                 0.7864,                0.47764,                 2.2115,                 0.6805,                  1.049,             0.00039607,             0.00039607,             0.00039607
                    133,                 2.3144,                 0.6536,                  1.035,                0.83516,                 0.7471,                0.78708,                0.48286,                 2.2299,                0.67281,                 1.0464,             0.00039057,             0.00039057,             0.00039057
                    134,                 2.2713,                0.65276,                 1.0385,                0.83257,                0.72947,                0.78846,                0.47752,                 2.1951,                0.67524,                 1.0462,             0.00038507,             0.00038507,             0.00038507
                    135,                 2.3195,                0.65009,                 1.0357,                0.83073,                0.73314,                0.77797,                0.47108,                 2.1589,                0.68118,                 1.0505,             0.00037957,             0.00037957,             0.00037957
                    136,                 2.2716,                0.65138,                 1.0373,                 0.8262,                0.74836,                0.78533,                0.47339,                 2.1554,                0.67731,                 1.0505,             0.00037407,             0.00037407,             0.00037407
                    137,                 2.2366,                  0.657,                 1.0331,                0.83642,                0.73545,                0.79319,                0.47752,                 2.1575,                0.68177,                 1.0454,             0.00036857,             0.00036857,             0.00036857
                    138,                 2.2206,                0.65841,                 1.0352,                0.82241,                0.71088,                0.77736,                0.47537,                 2.1574,                 0.6829,                 1.0474,             0.00036307,             0.00036307,             0.00036307
                    139,                 2.2937,                0.64004,                 1.0326,                0.83341,                0.72387,                0.77707,                0.47701,                 2.1784,                0.68544,                 1.0431,             0.00035758,             0.00035758,             0.00035758
                    140,                 2.2177,                0.65224,                 1.0266,                0.81867,                0.72825,                0.77272,                0.46402,                 2.1132,                 0.6789,                 1.0486,             0.00035208,             0.00035208,             0.00035208
                    141,                 2.2073,                 0.6542,                 1.0389,                0.84043,                0.73333,                0.78606,                0.47152,                 2.1168,                0.68066,                 1.0486,             0.00034658,             0.00034658,             0.00034658
                    142,                 2.2263,                0.64695,                 1.0282,                0.84817,                0.74211,                0.78915,                0.47101,                 2.1111,                0.68039,                 1.0475,             0.00034108,             0.00034108,             0.00034108
                    143,                 2.2339,                0.63931,                 1.0287,                 0.8418,                0.75213,                0.79824,                0.47989,                 2.0927,                0.67232,                 1.0477,             0.00033558,             0.00033558,             0.00033558
                    144,                 2.2283,                0.64751,                 1.0276,                0.84003,                0.73187,                0.78783,                0.47865,                 2.0836,                0.67557,                 1.0462,             0.00033008,             0.00033008,             0.00033008
                    145,                 2.1992,                 0.6492,                  1.031,                 0.8395,                0.72631,                0.78678,                0.47252,                  2.095,                0.67459,                 1.0419,             0.00032458,             0.00032458,             0.00032458
                    146,                 2.1881,                0.64422,                 1.0286,                0.81772,                0.73834,                0.78086,                0.46968,                 2.0748,                0.67534,                 1.0434,             0.00031908,             0.00031908,             0.00031908
                    147,                 2.1713,                0.65292,                 1.0269,                0.83391,                0.71603,                0.77918,                0.47341,                 2.0724,                0.67734,                 1.0425,             0.00031358,             0.00031358,             0.00031358
                    148,                 2.2164,                0.63516,                 1.0279,                0.83267,                0.72218,                0.77213,                0.46616,                 2.0695,                 0.6773,                  1.039,             0.00030808,             0.00030808,             0.00030808
                    149,                 2.1147,                0.65352,                  1.027,                0.86313,                0.74948,                 0.7958,                0.48496,                 2.0398,                0.67619,                 1.0417,             0.00030258,             0.00030258,             0.00030258
                    150,                 2.1494,                0.64205,                 1.0338,                0.82261,                0.72113,                0.77183,                0.46636,                 2.0297,                0.67976,                 1.0412,             0.00029708,             0.00029708,             0.00029708
                    151,                 2.1957,                0.63428,                 1.0259,                0.82294,                0.73614,                0.78275,                0.47366,                 1.9908,                0.67753,                  1.043,             0.00029158,             0.00029158,             0.00029158
                    152,                 2.1765,                0.63345,                 1.0242,                0.82392,                0.75274,                0.79634,                 0.4841,                 1.9917,                0.68005,                 1.0421,             0.00028608,             0.00028608,             0.00028608
                    153,                 2.0788,                0.65395,                 1.0216,                0.86026,                   0.73,                 0.7964,                 0.4889,                 1.9683,                0.68463,                 1.0417,             0.00028058,             0.00028058,             0.00028058
