                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     48,                 2.7661,                0.99341,                 1.2249,                0.76112,                0.52406,                0.62599,                0.32729,                 2.6267,                 1.0692,                 1.2516,             0.00085803,             0.00085803,             0.00085803
                     49,                 2.7074,                 1.0034,                 1.2308,                0.63498,                0.55625,                0.58344,                0.28614,                 2.5911,                 1.0559,                 1.2689,             0.00085253,             0.00085253,             0.00085253
                     50,                 2.6958,                 0.9877,                 1.2323,                0.67832,                0.51234,                0.56927,                0.27282,                 2.6184,                 1.0752,                 1.2573,             0.00084703,             0.00084703,             0.00084703
                     51,                 2.7538,                0.95509,                 1.2151,                 0.6903,                0.54241,                 0.5982,                0.30718,                 2.5996,                 1.0623,                 1.2519,             0.00084153,             0.00084153,             0.00084153
                     52,                 2.7166,                0.97809,                 1.2165,                0.78077,                0.52032,                0.58952,                0.31634,                  2.565,                 1.0988,                 1.2604,             0.00083603,             0.00083603,             0.00083603
                     53,                 2.6924,                0.96256,                 1.2219,                0.75493,                0.53731,                0.60334,                0.29366,                 2.6195,                 1.0542,                 1.2505,             0.00083053,             0.00083053,             0.00083053
                     54,                 2.7043,                0.96908,                 1.2094,                0.80983,                0.50862,                0.60157,                0.31749,                 2.5042,                 1.0436,                 1.2555,             0.00082503,             0.00082503,             0.00082503
                     55,                 2.6734,                0.97076,                 1.2087,                0.75496,                0.53984,                0.63265,                0.33116,                 2.6508,                 1.0197,                 1.2158,             0.00081953,             0.00081953,             0.00081953
                     56,                 2.7005,                0.94861,                 1.1996,                0.71908,                0.56053,                0.63014,                0.32645,                 2.5805,                 1.0205,                 1.2335,             0.00081403,             0.00081403,             0.00081403
                     57,                 2.6975,                0.93142,                 1.2091,                0.73173,                 0.5468,                 0.6211,                0.32046,                 2.5884,                 1.0165,                 1.2282,             0.00080853,             0.00080853,             0.00080853
                     58,                 2.6605,                0.94242,                 1.2076,                0.69364,                0.60662,                0.61484,                0.31995,                 2.5472,                 1.0269,                 1.2462,             0.00080303,             0.00080303,             0.00080303
                     59,                 2.6526,                0.94081,                 1.2019,                0.70725,                0.56654,                0.63024,                0.32886,                  2.541,                0.99411,                 1.2268,             0.00079753,             0.00079753,             0.00079753
                     60,                 2.7003,                0.92737,                 1.2008,                 0.7369,                0.54939,                0.61499,                0.32128,                 2.6031,                 1.0119,                 1.2175,             0.00079203,             0.00079203,             0.00079203
                     61,                 2.6344,                0.94086,                  1.197,                0.74247,                  0.551,                0.61198,                0.31674,                 2.5006,                 1.0328,                 1.2374,             0.00078653,             0.00078653,             0.00078653
                     62,                  2.673,                0.92514,                 1.1923,                0.73602,                0.58325,                0.64093,                0.32573,                 2.4773,                0.98741,                 1.2269,             0.00078103,             0.00078103,             0.00078103
                     63,                 2.6573,                0.93708,                 1.1958,                0.78722,                0.56712,                 0.6658,                0.34479,                 2.5271,                0.98844,                 1.2216,             0.00077553,             0.00077553,             0.00077553
                     64,                 2.6766,                0.89572,                 1.1899,                0.76736,                0.55373,                0.64945,                0.33914,                 2.5045,                0.98637,                 1.2177,             0.00077003,             0.00077003,             0.00077003
                     65,                 2.6585,                0.89952,                 1.1885,                0.74613,                0.59637,                0.64457,                0.35611,                 2.5325,                0.98064,                 1.2023,             0.00076453,             0.00076453,             0.00076453
                     66,                  2.572,                0.92809,                  1.187,                  0.769,                0.51127,                0.59695,                0.31528,                 2.3239,                 1.0906,                  1.264,             0.00075904,             0.00075904,             0.00075904
                     67,                 2.6238,                0.90361,                 1.1874,                0.74141,                0.58844,                0.63878,                0.34435,                 2.5198,                0.98123,                 1.2145,             0.00075354,             0.00075354,             0.00075354
                     68,                 2.5876,                0.91079,                 1.1872,                0.72834,                0.60308,                0.64959,                0.34437,                 2.4903,                0.97006,                 1.2105,             0.00074804,             0.00074804,             0.00074804
                     69,                 2.6084,                 0.8935,                 1.1764,                0.79064,                0.63016,                0.68806,                0.36688,                 2.4784,                0.96284,                 1.1998,             0.00074254,             0.00074254,             0.00074254
                     70,                  2.594,                0.89584,                 1.1812,                0.78395,                0.63188,                0.68154,                0.36047,                 2.4675,                0.95846,                 1.1992,             0.00073704,             0.00073704,             0.00073704
                     71,                  2.601,                0.89274,                  1.172,                0.76577,                0.59296,                  0.648,                0.33704,                 2.4566,                 0.9693,                 1.1992,             0.00073154,             0.00073154,             0.00073154
                     72,                 2.5793,                0.88995,                 1.1784,                0.75443,                0.60283,                0.66872,                0.36073,                 2.4661,                0.96601,                 1.1973,             0.00072604,             0.00072604,             0.00072604
                     73,                 2.5585,                0.89453,                 1.1693,                0.80409,                0.60301,                0.66949,                0.36088,                 2.5213,                0.95011,                 1.1885,             0.00072054,             0.00072054,             0.00072054
                     74,                 2.5625,                0.88729,                  1.181,                0.78145,                0.59928,                0.66391,                0.35417,                 2.3729,                0.96715,                 1.2084,             0.00071504,             0.00071504,             0.00071504
                     75,                 2.5373,                0.88117,                 1.1704,                0.79976,                0.60032,                0.67286,                0.35682,                 2.3824,                0.97499,                 1.2046,             0.00070954,             0.00070954,             0.00070954
                     76,                 2.5854,                0.86595,                 1.1627,                0.81541,                0.61565,                0.69938,                0.37277,                 2.4379,                0.93775,                 1.1884,             0.00070404,             0.00070404,             0.00070404
                     77,                 2.5564,                0.86522,                 1.1725,                0.78168,                0.60333,                0.65511,                0.36199,                 2.3775,                0.97401,                 1.2074,             0.00069854,             0.00069854,             0.00069854
                     78,                  2.577,                0.86903,                 1.1708,                0.72155,                0.58069,                0.63905,                0.32865,                 2.3209,                0.99727,                 1.2135,             0.00069304,             0.00069304,             0.00069304
                     79,                 2.5537,                0.86093,                 1.1696,                0.75927,                0.60797,                0.68051,                0.37332,                  2.339,                0.98417,                  1.196,             0.00068754,             0.00068754,             0.00068754
                     80,                 2.5554,                0.85397,                 1.1587,                0.77715,                0.61712,                0.67593,                0.36535,                  2.326,                0.99204,                 1.2004,             0.00068204,             0.00068204,             0.00068204
                     81,                 2.5546,                0.85239,                   1.16,                0.76083,                0.59228,                0.68051,                 0.3664,                 2.3786,                0.94494,                 1.1831,             0.00067654,             0.00067654,             0.00067654
                     82,                 2.5381,                0.85451,                 1.1556,                 0.7771,                0.59859,                0.65652,                0.34438,                 2.3003,                0.97878,                 1.1968,             0.00067104,             0.00067104,             0.00067104
                     83,                 2.5083,                0.86223,                 1.1537,                0.79202,                0.63208,                0.71036,                0.38042,                 2.3827,                0.94838,                 1.1874,             0.00066554,             0.00066554,             0.00066554
                     84,                 2.4815,                0.85582,                  1.161,                0.77124,                 0.6229,                0.68382,                 0.3658,                 2.2995,                0.95907,                 1.1958,             0.00066005,             0.00066005,             0.00066005
                     85,                 2.4911,                0.84748,                 1.1545,                0.81243,                0.62693,                0.68922,                0.37746,                 2.3491,                0.94551,                 1.1769,             0.00065455,             0.00065455,             0.00065455
                     86,                 2.4891,                0.84832,                 1.1517,                0.76694,                0.59715,                0.68395,                0.36928,                 2.2875,                0.94344,                 1.1814,             0.00064905,             0.00064905,             0.00064905
                     87,                 2.4445,                0.84439,                 1.1518,                0.80426,                0.65891,                0.69801,                0.38195,                 2.2926,                0.93733,                 1.1904,             0.00064355,             0.00064355,             0.00064355
                     88,                 2.4988,                0.83202,                 1.1559,                0.76912,                0.64779,                0.70102,                0.38134,                  2.233,                0.94462,                  1.194,             0.00063805,             0.00063805,             0.00063805
                     89,                 2.4375,                0.84132,                 1.1533,                0.80062,                0.61757,                  0.699,                0.38022,                 2.2951,                0.92668,                 1.1804,             0.00063255,             0.00063255,             0.00063255
                     90,                 2.4856,                0.82829,                 1.1489,                0.78631,                0.62434,                0.67679,                0.37452,                 2.2854,                0.93234,                 1.1773,             0.00062705,             0.00062705,             0.00062705
                     91,                  2.412,                0.84473,                 1.1439,                0.77982,                0.63791,                0.70053,                0.38861,                 2.2972,                0.92709,                 1.1719,             0.00062155,             0.00062155,             0.00062155
                     92,                 2.4583,                0.82441,                 1.1461,                0.75897,                0.62907,                0.70038,                0.38329,                  2.234,                0.92439,                  1.187,             0.00061605,             0.00061605,             0.00061605
                     93,                 2.4648,                 0.8206,                 1.1423,                0.77082,                0.64207,                0.70843,                0.39303,                 2.2707,                0.91939,                 1.1795,             0.00061055,             0.00061055,             0.00061055
                     94,                 2.3839,                0.82931,                 1.1455,                0.80709,                0.63731,                0.70334,                0.38998,                 2.2598,                0.90976,                 1.1691,             0.00060505,             0.00060505,             0.00060505
                     95,                 2.4188,                0.81771,                 1.1453,                0.77875,                0.63078,                0.70217,                0.38665,                 2.1793,                0.91981,                 1.1853,             0.00059955,             0.00059955,             0.00059955
                     96,                  2.393,                0.81825,                 1.1398,                0.79601,                0.64457,                0.69744,                  0.384,                 2.1462,                0.95836,                 1.1991,             0.00059405,             0.00059405,             0.00059405
                     97,                 2.3848,                0.81935,                  1.133,                0.80951,                0.68546,                0.72424,                0.39433,                  2.177,                0.90396,                 1.1722,             0.00058855,             0.00058855,             0.00058855
                     98,                 2.3834,                0.81841,                 1.1354,                0.76998,                0.67412,                0.70601,                0.38273,                 2.1133,                0.94911,                 1.1846,             0.00058305,             0.00058305,             0.00058305
                     99,                 2.3594,                0.81419,                 1.1409,                0.76078,                0.68357,                0.72021,                0.40407,                 2.1955,                0.90486,                 1.1751,             0.00057755,             0.00057755,             0.00057755
                    100,                 2.3377,                0.81735,                 1.1419,                0.78687,                  0.654,                0.70985,                0.38569,                 2.1286,                 0.9157,                 1.1831,             0.00057205,             0.00057205,             0.00057205
                    101,                 2.4103,                0.80325,                 1.1309,                0.81513,                0.62886,                0.70302,                0.38733,                 2.1914,                0.89633,                  1.168,             0.00056655,             0.00056655,             0.00056655
                    102,                 2.3468,                0.82117,                  1.137,                0.78902,                0.66268,                0.69565,                0.38525,                 2.0817,                0.92764,                 1.1888,             0.00056105,             0.00056105,             0.00056105
                    103,                 2.3215,                0.81791,                 1.1354,                0.78957,                0.66459,                0.71738,                0.39258,                 2.1573,                0.92192,                 1.1715,             0.00055556,             0.00055556,             0.00055556
                    104,                 2.3437,                0.80841,                 1.1237,                0.79306,                0.65331,                0.71929,                0.39564,                 2.1169,                0.90266,                 1.1725,             0.00055006,             0.00055006,             0.00055006
                    105,                 2.3578,                 0.7949,                 1.1497,                0.80132,                0.63151,                0.69646,                0.38262,                 2.0498,                0.93426,                 1.1873,             0.00054456,             0.00054456,             0.00054456
                    106,                 2.3534,                0.79245,                  1.123,                 0.8173,                0.63331,                0.71252,                0.39372,                 2.1047,                0.91142,                 1.1682,             0.00053906,             0.00053906,             0.00053906
                    107,                 2.3896,                0.78681,                 1.1258,                0.81797,                0.62691,                0.71509,                0.39354,                 2.1115,                0.88766,                 1.1685,             0.00053356,             0.00053356,             0.00053356
                    108,                 2.3378,                0.79741,                 1.1349,                0.81842,                0.65979,                0.71756,                 0.3958,                 2.0837,                0.88291,                 1.1667,             0.00052806,             0.00052806,             0.00052806
                    109,                 2.2822,                0.80488,                 1.1272,                0.81294,                0.65186,                0.70853,                0.39453,                 2.0941,                0.89355,                 1.1636,             0.00052256,             0.00052256,             0.00052256
                    110,                 2.2815,                0.79229,                 1.1206,                0.77226,                 0.6945,                0.72135,                0.40047,                 2.0266,                0.91492,                 1.1761,             0.00051706,             0.00051706,             0.00051706
                    111,                 2.3028,                0.78824,                 1.1231,                0.79618,                0.68547,                0.71439,                0.39105,                 2.0711,                 0.9096,                 1.1648,             0.00051156,             0.00051156,             0.00051156
                    112,                 2.3165,                0.78081,                  1.119,                0.77752,                0.66303,                0.71472,                0.38414,                  2.031,                0.89793,                 1.1651,             0.00050606,             0.00050606,             0.00050606
                    113,                 2.3071,                0.78588,                 1.1226,                0.69384,                0.65902,                0.70625,                0.38607,                 2.0423,                0.88573,                  1.164,             0.00050056,             0.00050056,             0.00050056
                    114,                 2.3487,                0.77617,                 1.1185,                0.77144,                0.69201,                0.71331,                0.39163,                 2.0213,                0.91675,                 1.1725,             0.00049506,             0.00049506,             0.00049506
                    115,                 2.2654,                 0.7886,                 1.1293,                 0.8039,                0.66566,                 0.7089,                0.39036,                 1.9947,                0.92509,                 1.1735,             0.00048956,             0.00048956,             0.00048956
                    116,                 2.2562,                0.79069,                 1.1171,                0.73769,                0.70166,                0.71705,                0.39844,                 2.0236,                0.88414,                 1.1631,             0.00048406,             0.00048406,             0.00048406
                    117,                 2.3306,                0.76742,                 1.1152,                0.79075,                0.65317,                0.71684,                0.39946,                 2.0137,                0.91506,                 1.1646,             0.00047856,             0.00047856,             0.00047856
                    118,                 2.2052,                0.78505,                 1.1099,                0.80608,                0.66756,                0.72706,                0.40358,                 1.9854,                0.89222,                 1.1632,             0.00047306,             0.00047306,             0.00047306
                    119,                 2.2412,                0.77325,                 1.1167,                0.77966,                0.68393,                   0.72,                0.40627,                  2.009,                0.90805,                 1.1631,             0.00046756,             0.00046756,             0.00046756
                    120,                 2.2383,                0.77078,                 1.1091,                0.80422,                0.65495,                0.72076,                0.40354,                  2.003,                0.87762,                 1.1601,             0.00046206,             0.00046206,             0.00046206
                    121,                 2.2203,                 0.7832,                  1.109,                 0.7857,                 0.6738,                0.72568,                0.40024,                 1.9453,                0.89751,                 1.1656,             0.00045657,             0.00045657,             0.00045657
                    122,                 2.2336,                0.77502,                 1.1187,                0.82925,                0.66397,                0.73853,                0.41994,                 1.9875,                0.88824,                 1.1653,             0.00045107,             0.00045107,             0.00045107
                    123,                 2.2449,                0.76035,                 1.1086,                0.80892,                0.66932,                0.72737,                0.41297,                 1.9789,                0.88852,                 1.1681,             0.00044557,             0.00044557,             0.00044557
                    124,                 2.2138,                 0.7678,                 1.1114,                0.82029,                0.64813,                0.73414,                0.41156,                 1.9697,                0.87755,                 1.1615,             0.00044007,             0.00044007,             0.00044007
                    125,                 2.2411,                0.76593,                  1.113,                0.83078,                0.68784,                0.75031,                 0.4191,                 1.9324,                0.91231,                 1.1676,             0.00043457,             0.00043457,             0.00043457
                    126,                 2.2218,                 0.7654,                 1.1063,                0.82068,                0.64602,                 0.7206,                0.39708,                 1.9336,                0.91113,                 1.1676,             0.00042907,             0.00042907,             0.00042907
                    127,                 2.2422,                0.75631,                 1.1093,                0.81774,                0.69518,                0.74577,                0.41727,                 1.9459,                0.88336,                 1.1563,             0.00042357,             0.00042357,             0.00042357
                    128,                  2.167,                0.76401,                 1.1127,                0.78774,                0.66562,                0.73503,                0.41109,                 1.9227,                 0.8891,                 1.1593,             0.00041807,             0.00041807,             0.00041807
                    129,                 2.2268,                0.74862,                 1.0996,                0.82172,                0.65743,                0.73631,                0.41663,                 1.9448,                0.91788,                 1.1555,             0.00041257,             0.00041257,             0.00041257
                    130,                 2.1553,                0.75894,                 1.1072,                0.81226,                0.69173,                0.75039,                0.42401,                 1.9053,                0.89225,                 1.1602,             0.00040707,             0.00040707,             0.00040707
                    131,                 2.1643,                0.75776,                 1.0968,                0.81148,                0.65415,                0.72662,                0.40543,                 1.9051,                0.88709,                 1.1571,             0.00040157,             0.00040157,             0.00040157
                    132,                 2.2221,                 0.7453,                 1.1039,                 0.8116,                0.66969,                0.74224,                0.41864,                 1.8886,                0.88097,                 1.1559,             0.00039607,             0.00039607,             0.00039607
                    133,                 2.1782,                0.75169,                 1.0998,                  0.799,                0.66645,                0.72837,                0.40787,                 1.8816,                0.86684,                 1.1583,             0.00039057,             0.00039057,             0.00039057
                    134,                 2.1519,                0.75525,                 1.1019,                0.80254,                0.67916,                0.72167,                 0.4068,                 1.8757,                0.87779,                 1.1616,             0.00038507,             0.00038507,             0.00038507
                    135,                 2.2163,                0.74303,                 1.0979,                0.78592,                0.70366,                0.73388,                0.40512,                 1.8942,                0.87704,                 1.1559,             0.00037957,             0.00037957,             0.00037957
                    136,                 2.1607,                0.75234,                 1.1003,                0.75429,                0.71037,                0.73344,                0.40598,                 1.8705,                0.87618,                 1.1548,             0.00037407,             0.00037407,             0.00037407
                    137,                 2.1148,                0.75531,                 1.1004,                 0.8047,                0.68992,                 0.7497,                0.41668,                 1.8681,                 0.8625,                 1.1529,             0.00036857,             0.00036857,             0.00036857
                    138,                 2.1304,                 0.7535,                 1.0971,                0.79303,                0.67091,                0.74802,                 0.4152,                 1.8229,                0.89128,                 1.1592,             0.00036307,             0.00036307,             0.00036307
                    139,                 2.1909,                  0.739,                  1.096,                0.78827,                 0.7171,                0.74875,                0.41865,                 1.8337,                0.87639,                 1.1585,             0.00035758,             0.00035758,             0.00035758
                    140,                 2.1092,                0.75202,                   1.09,                0.80549,                0.67844,                0.74283,                0.41216,                 1.8247,                0.87913,                   1.15,             0.00035208,             0.00035208,             0.00035208
                    141,                 2.1062,                 0.7482,                 1.0994,                0.80921,                0.69097,                0.75475,                0.42777,                 1.8434,                0.88383,                 1.1494,             0.00034658,             0.00034658,             0.00034658
                    142,                 2.1005,                0.74318,                 1.0925,                0.84367,                 0.6723,                0.74394,                0.41098,                 1.8128,                0.88645,                  1.152,             0.00034108,             0.00034108,             0.00034108
                    143,                 2.1117,                0.74088,                 1.0927,                0.82174,                0.67379,                0.73703,                0.41147,                 1.8287,                0.86266,                 1.1431,             0.00033558,             0.00033558,             0.00033558
                    144,                  2.158,                0.73539,                 1.0866,                0.82915,                0.68188,                0.74038,                0.41282,                 1.7927,                0.87129,                 1.1499,             0.00033008,             0.00033008,             0.00033008
                    145,                 2.1005,                0.74121,                 1.0948,                 0.8258,                0.66594,                0.73457,                0.41823,                 1.7951,                0.88674,                 1.1542,             0.00032458,             0.00032458,             0.00032458
                    146,                 2.1213,                0.73038,                 1.0879,                0.76687,                0.70598,                0.74601,                 0.4279,                 1.7868,                0.87336,                 1.1485,             0.00031908,             0.00031908,             0.00031908
                    147,                  2.087,                0.74551,                 1.0901,                0.82362,                0.68536,                0.74281,                0.41605,                 1.7594,                0.86541,                 1.1516,             0.00031358,             0.00031358,             0.00031358
                    148,                  2.168,                0.71913,                 1.0844,                0.81271,                0.69249,                0.73585,                0.41933,                 1.7708,                0.88828,                 1.1438,             0.00030808,             0.00030808,             0.00030808
                    149,                 2.0225,                0.74817,                 1.0888,                 0.8283,                0.69339,                0.74591,                0.41586,                 1.7846,                0.85705,                   1.14,             0.00030258,             0.00030258,             0.00030258
                    150,                 2.0733,                0.73567,                 1.0944,                 0.8079,                0.68683,                0.74194,                0.42019,                 1.7822,                0.86992,                 1.1459,             0.00029708,             0.00029708,             0.00029708
                    151,                 2.1011,                0.72884,                 1.0901,                0.83846,                0.67212,                 0.7412,                  0.418,                 1.7371,                0.88026,                 1.1465,             0.00029158,             0.00029158,             0.00029158
                    152,                 2.1177,                0.72063,                 1.0839,                0.79893,                0.68927,                0.73974,                0.41783,                  1.725,                0.87931,                 1.1488,             0.00028608,             0.00028608,             0.00028608
                    153,                 1.9935,                0.74652,                 1.0832,                0.78785,                0.69985,                0.74909,                0.42046,                 1.7291,                0.88174,                 1.1463,             0.00028058,             0.00028058,             0.00028058
