                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                 1.9991,                0.74759,                 1.0873,                0.79305,                0.68365,                0.74072,                0.41613,                 1.7136,                0.87935,                 1.1442,             0.00027508,             0.00027508,             0.00027508
                    155,                 2.0365,                 0.7401,                 1.0829,                0.84261,                0.67727,                0.75195,                0.42516,                 1.6909,                0.86639,                 1.1436,             0.00026958,             0.00026958,             0.00026958
                    156,                 1.9983,                0.73672,                 1.0826,                0.84219,                0.67649,                0.75154,                 0.4263,                 1.6887,                0.87716,                 1.1468,             0.00026408,             0.00026408,             0.00026408
                    157,                 2.0066,                0.73161,                 1.0765,                0.82657,                0.67624,                0.74465,                0.42555,                 1.6771,                 0.8706,                 1.1416,             0.00025859,             0.00025859,             0.00025859
                    158,                 1.9796,                0.74585,                 1.0802,                 0.7427,                0.72022,                0.74731,                0.42885,                 1.6443,                0.87768,                 1.1443,             0.00025309,             0.00025309,             0.00025309
                    159,                 2.0226,                0.73756,                  1.087,                0.83617,                0.70284,                0.75514,                0.43198,                 1.6454,                 0.8589,                 1.1423,             0.00024759,             0.00024759,             0.00024759
                    160,                 2.0071,                0.72896,                 1.0736,                0.78782,                 0.6922,                0.75381,                0.42931,                 1.6272,                0.86183,                 1.1438,             0.00024209,             0.00024209,             0.00024209
                    161,                 1.9948,                0.72909,                 1.0702,                0.81516,                0.67764,                 0.7477,                0.42582,                 1.6267,                0.87869,                 1.1409,             0.00023659,             0.00023659,             0.00023659
                    162,                 1.9999,                0.71785,                 1.0772,                0.83197,                0.69882,                 0.7479,                  0.423,                 1.6127,                0.86835,                 1.1417,             0.00023109,             0.00023109,             0.00023109
                    163,                 1.9232,                0.73799,                 1.0746,                0.81883,                0.68119,                0.74822,                0.43116,                 1.6065,                0.87657,                 1.1412,             0.00022559,             0.00022559,             0.00022559
                    164,                 1.9858,                0.72811,                 1.0743,                0.82271,                0.68302,                0.75953,                0.43806,                 1.5889,                0.88785,                  1.142,             0.00022009,             0.00022009,             0.00022009
                    165,                 1.9422,                0.72876,                  1.074,                0.82959,                0.68561,                0.76086,                0.43493,                 1.5667,                0.88112,                 1.1396,             0.00021459,             0.00021459,             0.00021459
                    166,                 1.9676,                0.72245,                  1.079,                0.81098,                0.69709,                0.75647,                0.42902,                 1.5796,                0.87527,                 1.1346,             0.00020909,             0.00020909,             0.00020909
                    167,                 1.9455,                0.72639,                 1.0637,                0.81581,                0.70299,                0.75787,                0.43212,                 1.5648,                0.87088,                 1.1331,             0.00020359,             0.00020359,             0.00020359
                    168,                 1.9136,                0.73516,                 1.0781,                0.83093,                 0.6946,                0.76227,                0.43526,                 1.5536,                0.88459,                 1.1343,             0.00019809,             0.00019809,             0.00019809
                    169,                 1.8755,                0.73903,                 1.0645,                0.80122,                0.69109,                 0.7555,                0.43263,                 1.5359,                 0.8813,                 1.1354,             0.00019259,             0.00019259,             0.00019259
                    170,                 1.8953,                0.72797,                 1.0745,                 0.8099,                0.67564,                0.75361,                0.42899,                 1.5129,                0.87905,                 1.1352,             0.00018709,             0.00018709,             0.00018709
                    171,                 1.9264,                 0.7224,                 1.0664,                0.82593,                0.70251,                0.75568,                0.42382,                 1.4987,                0.86509,                 1.1349,             0.00018159,             0.00018159,             0.00018159
                    172,                 1.8619,                0.73465,                 1.0604,                0.81301,                0.68131,                0.75146,                0.42835,                 1.4964,                0.86336,                 1.1358,             0.00017609,             0.00017609,             0.00017609
                    173,                 1.9142,                0.72077,                 1.0697,                0.82228,                0.69142,                0.75697,                0.43018,                 1.4896,                0.86054,                 1.1303,             0.00017059,             0.00017059,             0.00017059
                    174,                 1.8369,                0.72781,                 1.0695,                0.82745,                0.68762,                0.75529,                0.42835,                 1.4765,                0.87511,                 1.1325,             0.00016509,             0.00016509,             0.00016509
                    175,                 1.8517,                 0.7298,                 1.0626,                 0.8307,                0.69268,                0.75589,                0.43305,                 1.4611,                0.87789,                   1.13,              0.0001596,              0.0001596,              0.0001596
                    176,                 1.8803,                0.72294,                 1.0591,                0.83808,                 0.7002,                0.75405,                0.42907,                 1.4759,                0.87216,                 1.1276,              0.0001541,              0.0001541,              0.0001541
                    177,                 1.8683,                0.72561,                 1.0605,                0.84026,                0.66008,                0.75213,                 0.4276,                 1.4397,                0.87277,                  1.132,              0.0001486,              0.0001486,              0.0001486
                    178,                 1.7747,                0.73856,                 1.0659,                0.83339,                0.68751,                0.76244,                0.43482,                 1.4275,                0.86977,                 1.1325,              0.0001431,              0.0001431,              0.0001431
                    179,                 1.8515,                0.71599,                 1.0573,                0.80199,                0.68997,                0.75624,                0.43706,                 1.4188,                0.86797,                 1.1324,              0.0001376,              0.0001376,              0.0001376
                    180,                 1.8444,                0.72045,                 1.0556,                0.84938,                 0.6861,                0.75257,                0.43022,                 1.4061,                0.87044,                 1.1325,              0.0001321,              0.0001321,              0.0001321
                    181,                 1.8121,                0.72742,                 1.0601,                0.82238,                0.70646,                0.75535,                0.43378,                 1.3985,                0.87017,                 1.1308,              0.0001266,              0.0001266,              0.0001266
                    182,                 1.7723,                0.73386,                 1.0547,                0.79464,                0.70591,                0.76014,                0.44112,                  1.391,                0.86957,                 1.1304,              0.0001211,              0.0001211,              0.0001211
                    183,                 1.7524,                0.73074,                  1.056,                 0.8169,                0.69941,                0.76477,                0.43805,                 1.3788,                0.86725,                 1.1296,              0.0001156,              0.0001156,              0.0001156
                    184,                 1.8174,                0.72118,                 1.0571,                0.82694,                0.69313,                0.76402,                0.43953,                 1.3605,                0.85631,                 1.1291,              0.0001101,              0.0001101,              0.0001101
                    185,                 1.7662,                0.72443,                 1.0556,                0.81004,                0.71037,                 0.7643,                0.43722,                 1.3569,                0.85707,                 1.1299,              0.0001046,              0.0001046,              0.0001046
                    186,                 1.7477,                0.73031,                 1.0557,                0.85006,                0.70118,                0.77268,                0.44669,                 1.3526,                0.85459,                 1.1274,             9.9101e-05,             9.9101e-05,             9.9101e-05
                    187,                 1.7467,                0.71887,                 1.0464,                0.84156,                0.70229,                0.77484,                0.44542,                  1.347,                0.85946,                 1.1275,             9.3602e-05,             9.3602e-05,             9.3602e-05
                    188,                 1.7834,                0.71571,                 1.0531,                0.82904,                0.69914,                0.77019,                0.43996,                 1.3422,                0.86068,                 1.1244,             8.8102e-05,             8.8102e-05,             8.8102e-05
                    189,                  1.776,                0.71408,                 1.0492,                0.85046,                0.69163,                0.77025,                0.44016,                 1.3266,                0.85639,                 1.1258,             8.2603e-05,             8.2603e-05,             8.2603e-05
                    190,                 1.7844,                0.71611,                 1.0558,                0.82992,                0.70426,                0.77081,                0.44409,                 1.3214,                0.86272,                 1.1249,             7.7103e-05,             7.7103e-05,             7.7103e-05
                    191,                 1.7291,                0.72109,                  1.054,                0.83083,                0.70815,                0.77313,                0.44225,                 1.3095,                0.86921,                 1.1244,             7.1604e-05,             7.1604e-05,             7.1604e-05
                    192,                 1.7799,                0.71133,                 1.0552,                0.83669,                0.71472,                0.77306,                0.44251,                 1.2999,                0.85904,                 1.1228,             6.6105e-05,             6.6105e-05,             6.6105e-05
                    193,                 1.7457,                0.71478,                 1.0476,                0.80941,                0.71522,                0.77097,                 0.4424,                  1.302,                0.86074,                 1.1222,             6.0605e-05,             6.0605e-05,             6.0605e-05
                    194,                 1.7037,                0.71972,                 1.0491,                0.80074,                0.71076,                0.76923,                0.43963,                  1.284,                0.85397,                 1.1236,             5.5106e-05,             5.5106e-05,             5.5106e-05
                    195,                 1.7113,                0.72127,                 1.0608,                0.81752,                0.70001,                0.76734,                0.44279,                 1.2679,                0.85423,                 1.1238,             4.9606e-05,             4.9606e-05,             4.9606e-05
                    196,                 1.7062,                0.70939,                 1.0472,                0.81723,                0.69837,                0.76904,                 0.4437,                 1.2662,                0.85332,                 1.1231,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    197,                 1.6492,                0.71953,                 1.0529,                0.79967,                0.71939,                0.76996,                0.44298,                 1.2593,                0.85607,                 1.1235,             3.8607e-05,             3.8607e-05,             3.8607e-05
                    198,                 1.7186,                0.70702,                 1.0449,                0.79019,                 0.7248,                0.77157,                0.44564,                 1.2454,                 0.8563,                 1.1229,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    199,                 1.7095,                0.70612,                  1.046,                0.77555,                0.72679,                0.77148,                0.44768,                 1.2355,                0.85165,                  1.122,             2.7608e-05,             2.7608e-05,             2.7608e-05
                    200,                 1.6737,                0.70982,                  1.053,                0.81494,                0.68778,                0.77019,                0.44326,                 1.2282,                0.85277,                 1.1218,             2.2109e-05,             2.2109e-05,             2.2109e-05
