                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                 2.2053,                0.62196,                 1.0274,                0.83263,                0.75441,                0.81004,                0.49581,                 2.0129,                0.68786,                 1.0474,             0.00029708,             0.00029708,             0.00029708
                    151,                 2.2204,                0.61768,                  1.026,                0.84924,                0.76016,                0.81023,                0.49471,                 1.9926,                  0.683,                 1.0486,             0.00029158,             0.00029158,             0.00029158
                    152,                 2.2565,                0.61056,                 1.0183,                0.83378,                0.75666,                0.81103,                0.48997,                 1.9747,                0.68684,                 1.0508,             0.00028608,             0.00028608,             0.00028608
                    153,                 2.1426,                0.63141,                 1.0188,                0.77684,                0.78965,                0.81231,                0.49169,                 1.9507,                0.68683,                 1.0473,             0.00028058,             0.00028058,             0.00028058
                    154,                 2.1418,                0.62555,                  1.021,                0.82693,                0.77067,                0.80483,                0.48909,                  1.964,                0.67807,                 1.0467,             0.00027508,             0.00027508,             0.00027508
                    155,                 2.1547,                0.62263,                 1.0203,                0.83364,                0.75793,                0.81731,                0.49952,                 1.9708,                0.67662,                 1.0479,             0.00026958,             0.00026958,             0.00026958
                    156,                 2.1538,                0.62063,                 1.0161,                0.83688,                0.76459,                0.81713,                0.50049,                 1.9576,                0.67773,                 1.0484,             0.00026408,             0.00026408,             0.00026408
                    157,                  2.171,                0.61321,                 1.0145,                0.87226,                0.75432,                0.81383,                0.49668,                 1.9405,                0.68254,                 1.0494,             0.00025859,             0.00025859,             0.00025859
                    158,                 2.1254,                  0.621,                 1.0178,                0.84697,                0.75931,                0.80929,                0.49268,                 1.9238,                0.68511,                 1.0478,             0.00025309,             0.00025309,             0.00025309
                    159,                 2.1793,                0.61481,                 1.0229,                0.84232,                0.75204,                0.81426,                  0.493,                 1.9266,                0.68036,                 1.0486,             0.00024759,             0.00024759,             0.00024759
                    160,                 2.1635,                 0.6092,                 1.0128,                0.85154,                0.76538,                0.81965,                0.49592,                 1.9141,                0.68028,                 1.0474,             0.00024209,             0.00024209,             0.00024209
                    161,                 2.1463,                0.61091,                 1.0086,                0.86325,                0.76285,                0.82504,                0.50783,                 1.9278,                  0.676,                 1.0467,             0.00023659,             0.00023659,             0.00023659
                    162,                  2.143,                 0.6029,                 1.0148,                0.84681,                 0.7716,                0.82294,                0.50213,                 1.9166,                0.67573,                 1.0467,             0.00023109,             0.00023109,             0.00023109
                    163,                 2.0802,                0.61246,                 1.0141,                0.83044,                0.78561,                0.82174,                0.50089,                 1.8995,                0.67415,                 1.0432,             0.00022559,             0.00022559,             0.00022559
                    164,                 2.1202,                0.61082,                  1.015,                0.84109,                0.76254,                0.81849,                0.50136,                 1.8806,                0.67513,                 1.0438,             0.00022009,             0.00022009,             0.00022009
                    165,                 2.1192,                0.60709,                 1.0125,                0.83242,                0.77229,                0.82152,                0.50093,                 1.8502,                0.68058,                 1.0483,             0.00021459,             0.00021459,             0.00021459
                    166,                 2.1245,                0.60221,                 1.0185,                0.83611,                0.75446,                  0.826,                0.50607,                 1.8712,                0.67494,                 1.0431,             0.00020909,             0.00020909,             0.00020909
                    167,                 2.1073,                0.60685,                 1.0073,                0.82985,                0.76046,                0.82367,                0.50725,                 1.8588,                0.66943,                  1.044,             0.00020359,             0.00020359,             0.00020359
                    168,                 2.0809,                0.60912,                 1.0188,                 0.8529,                0.75893,                0.82624,                0.51003,                 1.8518,                 0.6728,                 1.0463,             0.00019809,             0.00019809,             0.00019809
                    169,                 2.0526,                0.61077,                  1.006,                0.84481,                0.76805,                0.82694,                0.50593,                 1.8167,                0.67609,                 1.0471,             0.00019259,             0.00019259,             0.00019259
                    170,                 2.0625,                0.60577,                  1.016,                0.85715,                0.78079,                0.82715,                0.50784,                 1.8411,                0.66933,                 1.0426,             0.00018709,             0.00018709,             0.00018709
                    171,                 2.1018,                0.59964,                 1.0086,                0.80484,                0.80588,                0.82411,                0.50982,                 1.8107,                0.68244,                 1.0453,             0.00018159,             0.00018159,             0.00018159
                    172,                 2.0474,                0.60333,                 1.0041,                0.85436,                0.75369,                0.82262,                0.50652,                 1.8287,                0.68634,                 1.0432,             0.00017609,             0.00017609,             0.00017609
                    173,                  2.113,                0.59436,                 1.0083,                0.85436,                0.76054,                0.82095,                0.50572,                 1.8261,                0.67808,                 1.0426,             0.00017059,             0.00017059,             0.00017059
                    174,                 2.0144,                0.60435,                 1.0126,                0.85256,                0.77271,                0.83126,                0.50885,                 1.8094,                0.67427,                 1.0437,             0.00016509,             0.00016509,             0.00016509
                    175,                 2.0428,                0.60445,                 1.0064,                  0.853,                0.76815,                0.83234,                0.50945,                 1.7951,                0.67832,                 1.0421,              0.0001596,              0.0001596,              0.0001596
                    176,                 2.0639,                0.59302,                  1.003,                 0.8237,                0.78641,                0.82742,                0.51207,                 1.8005,                0.67176,                 1.0413,              0.0001541,              0.0001541,              0.0001541
                    177,                 2.0539,                0.59659,                 1.0044,                0.81869,                0.76328,                0.82295,                0.51356,                 1.7771,                0.67597,                 1.0423,              0.0001486,              0.0001486,              0.0001486
                    178,                 1.9891,                0.60548,                 1.0075,                0.81378,                0.78317,                 0.8254,                0.51167,                 1.7744,                0.67277,                 1.0417,              0.0001431,              0.0001431,              0.0001431
                    179,                 2.0363,                 0.5938,                 1.0045,                 0.8212,                0.78429,                0.82722,                0.50811,                 1.7568,                0.67239,                 1.0405,              0.0001376,              0.0001376,              0.0001376
                    180,                 2.0345,                0.59581,                  1.003,                0.85984,                0.75563,                0.82317,                0.50863,                 1.7489,                0.67151,                 1.0392,              0.0001321,              0.0001321,              0.0001321
                    181,                 2.0238,                0.59492,                 1.0029,                0.87148,                0.75587,                0.82769,                0.51264,                 1.7373,                0.67033,                 1.0412,              0.0001266,              0.0001266,              0.0001266
                    182,                 1.9724,                0.60364,                 1.0038,                0.81289,                0.78692,                0.82959,                0.50959,                 1.7392,                0.67168,                 1.0424,              0.0001211,              0.0001211,              0.0001211
                    183,                 1.9982,                0.59573,                  0.996,                0.84251,                0.75345,                0.82755,                0.51202,                 1.7268,                0.67344,                  1.042,              0.0001156,              0.0001156,              0.0001156
                    184,                  2.017,                0.59363,                 1.0041,                0.81217,                0.79203,                0.83087,                0.51625,                 1.7229,                0.66949,                 1.0424,              0.0001101,              0.0001101,              0.0001101
                    185,                 1.9861,                0.59529,                 1.0012,                0.81941,                0.77904,                0.83266,                 0.5146,                 1.7083,                 0.6739,                 1.0425,              0.0001046,              0.0001046,              0.0001046
                    186,                 1.9578,                0.59986,                 1.0036,                0.82444,                0.77807,                0.82673,                0.51151,                 1.7096,                0.66825,                 1.0397,             9.9101e-05,             9.9101e-05,             9.9101e-05
                    187,                 1.9651,                0.59392,                0.99745,                0.80163,                0.80423,                0.83172,                0.51832,                 1.7012,                0.67146,                 1.0386,             9.3602e-05,             9.3602e-05,             9.3602e-05
                    188,                  2.007,                0.58964,                0.99782,                 0.8058,                0.80511,                0.83353,                0.51382,                 1.7007,                0.67075,                  1.038,             8.8102e-05,             8.8102e-05,             8.8102e-05
                    189,                 1.9884,                0.58855,                0.99643,                0.81957,                0.78598,                0.82935,                0.51002,                 1.6915,                0.66948,                 1.0398,             8.2603e-05,             8.2603e-05,             8.2603e-05
                    190,                 1.9874,                0.59015,                 1.0031,                 0.8128,                0.79692,                0.83204,                0.51244,                 1.6756,                0.66722,                 1.0413,             7.7103e-05,             7.7103e-05,             7.7103e-05
                    191,                 1.9512,                0.59088,                 1.0014,                0.79894,                0.79641,                0.83101,                0.51616,                 1.6589,                0.66683,                 1.0414,             7.1604e-05,             7.1604e-05,             7.1604e-05
                    192,                  2.005,                0.58454,                      1,                0.84814,                0.77805,                 0.8333,                0.51776,                 1.6488,                0.66885,                 1.0411,             6.6105e-05,             6.6105e-05,             6.6105e-05
                    193,                 1.9598,                0.58764,                0.99609,                0.83287,                0.78217,                0.83347,                0.51873,                 1.6414,                0.67106,                 1.0413,             6.0605e-05,             6.0605e-05,             6.0605e-05
                    194,                 1.9413,                0.59117,                0.99601,                0.83579,                  0.789,                0.83531,                0.51849,                 1.6353,                0.67146,                 1.0402,             5.5106e-05,             5.5106e-05,             5.5106e-05
                    195,                 1.9532,                0.59019,                 1.0054,                0.82997,                0.78579,                0.83172,                0.51756,                 1.6267,                0.67089,                 1.0407,             4.9606e-05,             4.9606e-05,             4.9606e-05
                    196,                 1.9351,                0.58359,                0.99463,                0.81777,                0.79123,                0.82824,                0.51582,                 1.6295,                 0.6692,                 1.0407,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    197,                 1.9033,                0.58617,                0.99781,                0.81739,                0.79738,                0.82877,                0.51776,                 1.6219,                0.66897,                 1.0417,             3.8607e-05,             3.8607e-05,             3.8607e-05
                    198,                 1.9559,                 0.5811,                0.99407,                0.81595,                0.80265,                0.82752,                0.51812,                 1.6137,                0.66791,                 1.0411,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    199,                 1.9476,                0.58145,                0.99474,                 0.8179,                0.79994,                0.82771,                0.51774,                 1.6069,                0.66605,                 1.0404,             2.7608e-05,             2.7608e-05,             2.7608e-05
                    200,                 1.9295,                0.58713,                0.99655,                0.82077,                0.79825,                0.82861,                0.51487,                 1.5966,                0.66702,                 1.0407,             2.2109e-05,             2.2109e-05,             2.2109e-05
